age,educ,paeduc,sex,race,yearsjob,realrinc,PASEI10
74,8,"dk","female","white",.i,"IAP",39.9
34,11,"iap","female","white",4,4086,"IAP, DK, NA, uncodeable"
34,14,"dk","female","black",1,20430,46.5
64,10,"dk","female","black",.i,"IAP",39.9
40,15,12,"female","white",6,20430,46.5
56,14,"iap","male","black",.25,908,"IAP, DK, NA, uncodeable"
26,14,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
64,13,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
68,17,12,"female","white",3,6242.5,59.8
30,12,"iap","female","white",5,12485,"IAP, DK, NA, uncodeable"
41,12,9,"female","white",.i,"IAP","IAP, DK, NA, uncodeable"
22,12,"iap","male","black",.i,"IAP","IAP, DK, NA, uncodeable"
66,11,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
35,12,10,"female","white",.75,10782.5,20
43,9,9,"male","white",.i,"IAP",31
48,12,"iap","female","white",1,17025,"IAP, DK, NA, uncodeable"
34,6,2,"male","other",4,9647.5,14
60,10,16,"male","white",.i,"IAP",89.9
52,11,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
37,11,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
25,11,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
41,10,"dk","female","black",.75,"IAP",25.2
41,12,"iap","male","black",.25,227,"IAP, DK, NA, uncodeable"
77,9,5,"female","black",.i,"IAP",39.9
23,13,"iap","female","black",.75,908,"IAP, DK, NA, uncodeable"
53,12,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
30,10,"iap","male","black",4,12485,"IAP, DK, NA, uncodeable"
21,13,"iap","female","black",.25,1589,"IAP, DK, NA, uncodeable"
75,6,"iap","male","black",.i,"IAP","IAP, DK, NA, uncodeable"
77,12,"dk","male","black",.i,"IAP",39.9
68,10,"dk","male","black",.i,"IAP",39.9
28,12,"dk","female","black",3,9647.5,23.3
20,12,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
66,6,"dk","male","white",.i,227,39.9
52,10,"iap","male","black",.i,37455,"IAP, DK, NA, uncodeable"
40,12,12,"male","white",2,14755,67.7
31,12,12,"female","black",.i,"IAP",30.1
32,12,"iap","male","black",8,9647.5,"IAP, DK, NA, uncodeable"
53,9,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
78,14,"iap","male","black",.i,"IAP","IAP, DK, NA, uncodeable"
54,13,11,"male","white",.i,14755,32
25,14,14,"female","white",.i,4086,20.9
53,8,"iap","female","white",.i,10782.5,"IAP, DK, NA, uncodeable"
54,12,8,"female","white",.i,"IAP",36.4
26,12,12,"male","white",4,17025,36.2
75,.a,"dk","male","white",.75,"IAP",38.3
56,17,12,"male","white",4,54480,20.7
36,20,16,"female","white",.n,24970,67.7
52,12,"iap","female","white",10,24970,"IAP, DK, NA, uncodeable"
68,10,"dk","male","black",15,"IAP",25.2
67,12,9,"male","black",.i,"IAP",50
53,15,12,"male","white",31,37455,45.4
43,14,12,"female","white",21,30645,69.3
38,16,16,"female","white",.i,"IAP",39.7
68,12,11,"female","white",.i,2951,20
57,16,16,"female","white",.75,2951,39.7
39,12,"iap","male","white",17,37455,"IAP, DK, NA, uncodeable"
66,16,20,"male","white",.i,908,92.1
74,17,12,"male","white",.i,"IAP",23.7
39,14,13,"female","white",.i,"IAP",43
50,14,12,"male","white",10,24970,20
74,12,"dk","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
35,17,16,"female","white",.i,"IAP",43
76,20,12,"male","white",.i,"IAP",62
65,18,12,"female","white",.i,"IAP",13.6
54,18,14,"female","white",3,17025,82.5
25,16,14,"female","white",.75,4086,51.9
87,12,12,"female","white",.i,"IAP",39.9
46,12,12,"female","white",.i,"IAP",26.8
29,14,10,"female","white",11,14755,45.1
"89 OR OLDER",8,6,"male","white",.i,"IAP",39.9
68,14,12,"female","white",.i,"IAP",14
19,12,12,"male","white",.i,"IAP",32
37,12,12,"female","white",2,"IAP",77.4
75,12,8,"female","white",2,7377.5,14
67,12,12,"female","white",.i,1589,59.1
72,16,14,"male","white",.i,"IAP",68.6
79,12,8,"female","white",.i,"IAP",39.9
